Alimento,Grupo,Porción,Gramos,precio100g,Precio,kcal_por_g,"Calcium, Ca",Retinol,Lycopene,MUFA 20:1,PUFA 20:5 n-3 (EPA),SFA 14:0,Total Sugars,"Carotene, beta",Total lipid (fat),Thiamin,"Vitamin B-12, added",PUFA 18:3,PUFA 18:2,"Phosphorus, P",Energy,Folic acid,Vitamin E (alpha-tocopherol),Vitamin B-6,Niacin,"Folate, DFE","Cryptoxanthin, beta","Fatty acids, total saturated",SFA 8:0,"Zinc, Zn","Magnesium, Mg","Folate, food",SFA 12:0,SFA 16:0,"Alcohol, ethyl","Fatty acids, total monounsaturated","Copper, Cu",PUFA 20:4,"Choline, total","Carbohydrate, by difference",Riboflavin,"Carotene, alpha",Vitamin K (phylloquinone),Cholesterol,Vitamin B-12,Caffeine,SFA 6:0,PUFA 22:6 n-3 (DHA),Protein,PUFA 18:4,"Fiber, total dietary",MUFA 16:1,"Fatty acids, total polyunsaturated",PUFA 22:5 n-3 (DPA),Lutein + zeaxanthin,Vitamin D (D2 + D3),"Potassium, K","Iron, Fe",SFA 10:0,Water,MUFA 22:1,"Selenium, Se","Vitamin A, RAE","Vitamin E, added","Folate, total","Sodium, Na","Vitamin C, total ascorbic acid",Theobromine,SFA 18:0,MUFA 18:1,SFA 4:0
"Iced Coffee, brewed, decaffeinated",Café,1 fl oz,30.8,10.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.002,0.0,0.02,4.0,0.0,0.0,0.001,0.0,0.0,0.007,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.002,0.0,0.0,0.0,42.0,0.04,0.0,99.44,0.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Iced Coffee, pre-lightened and pre-sweetened",Café,1 fl oz,30.8,10.0,3.08,1.0064935064935066,7.0,7.0,0.0,0.002,0.0,0.096,4.95,2.0,1.12,0.011,0.0,0.004,0.038,7.0,31.0,0.0,0.01,0.003,0.136,1.0,0.0,0.582,0.011,0.03,3.0,1.0,0.03,0.263,0.0,0.268,0.004,0.002,2.8,4.94,0.064,0.0,0.2,3.0,0.01,27.0,0.018,0.0,0.25,0.0,0.0,0.019,0.046,0.001,0.0,0.1,42.0,0.01,0.026,93.31,0.0,0.3,7.0,0.0,1.0,6.0,0.0,0.0,0.098,0.225,0.022
"Coffee, Iced Latte",Café,1 fl oz,30.8,10.0,3.16,0.8766233766233766,66.0,43.0,0.0,0.001,0.0,0.093,2.51,2.0,1.01,0.031,0.0,0.004,0.047,54.0,27.0,0.0,0.02,0.032,0.964,1.0,0.0,0.587,0.011,0.23,20.0,1.0,0.03,0.271,0.0,0.206,0.012,0.002,9.8,2.81,0.101,0.0,0.1,4.0,0.28,37.0,0.016,0.0,1.75,0.0,0.0,0.015,0.046,0.001,0.0,0.6,102.0,0.02,0.025,93.98,0.0,0.9,43.0,0.0,1.0,23.0,0.1,0.0,0.095,0.211,0.021
"Coffee, Iced Latte, nonfat",Café,1 fl oz,30.8,10.0,3.07,0.6168831168831169,69.0,33.0,0.0,0.0,0.0,0.004,2.6,1.0,0.07,0.029,0.0,0.0,0.019,56.0,19.0,0.0,0.0,0.03,0.967,1.0,0.0,0.041,0.001,0.24,20.0,1.0,0.001,0.019,0.0,0.009,0.013,0.0,9.8,2.82,0.098,0.0,0.0,2.0,0.3,37.0,0.001,0.0,1.78,0.0,0.0,0.001,0.019,0.0,0.0,0.6,106.0,0.02,0.001,94.86,0.0,1.0,33.0,0.0,1.0,24.0,0.0,0.0,0.005,0.009,0.002
"Coffee, Iced Latte, with non-dairy milk",Café,1 fl oz,30.8,10.0,2.94,0.7792207792207793,65.0,28.0,0.0,0.005,0.0,0.0,1.88,1.0,0.79,0.015,0.44,0.039,0.317,23.0,24.0,0.0,0.06,0.016,1.123,5.0,0.0,0.122,0.0,0.14,22.0,5.0,0.0,0.085,0.0,0.197,0.097,0.0,12.6,2.83,0.126,0.0,1.6,0.0,0.44,37.0,0.0,0.0,1.36,0.0,0.1,0.0,0.458,0.0,0.0,0.6,83.0,0.24,0.0,94.62,0.0,1.2,28.0,0.0,5.0,28.0,0.0,0.0,0.026,0.16,0.0
"Coffee, Iced Latte, flavored",Café,1 fl oz,30.8,10.0,3.22,1.2987012987012987,64.0,41.0,0.0,0.001,0.0,0.09,5.81,1.0,0.98,0.029,0.0,0.003,0.046,52.0,40.0,0.0,0.02,0.031,0.932,1.0,0.0,0.567,0.01,0.22,20.0,1.0,0.029,0.262,0.0,0.199,0.012,0.001,9.5,6.09,0.098,0.0,0.1,4.0,0.27,36.0,0.016,0.0,1.69,0.0,0.0,0.014,0.044,0.0,0.0,0.5,99.0,0.02,0.024,90.8,0.0,0.9,41.0,0.0,1.0,23.0,0.1,0.0,0.091,0.204,0.02
"Coffee, Iced Latte, nonfat, flavored",Café,1 fl oz,30.8,10.0,3.22,1.0389610389610389,67.0,32.0,0.0,0.0,0.0,0.004,5.89,1.0,0.08,0.028,0.0,0.0,0.018,54.0,32.0,0.0,0.0,0.029,0.935,1.0,0.0,0.04,0.0,0.23,20.0,1.0,0.001,0.018,0.0,0.008,0.012,0.0,9.5,6.1,0.095,0.0,0.0,1.0,0.29,36.0,0.0,0.0,1.72,0.0,0.0,0.0,0.018,0.0,0.0,0.5,103.0,0.02,0.001,91.64,0.0,1.0,32.0,0.0,1.0,24.0,0.0,0.0,0.004,0.009,0.001
"Coffee, Iced Latte, with non-dairy milk, flavored",Café,1 fl oz,30.8,10.0,3.17,1.0064935064935066,77.0,18.0,0.0,0.004,0.0,0.001,4.39,0.0,0.84,0.009,0.19,0.031,0.238,19.0,31.0,0.0,1.03,0.006,0.924,2.0,0.0,0.095,0.0,0.11,19.0,2.0,0.0,0.064,0.0,0.389,0.031,0.0,3.8,5.16,0.049,0.0,0.5,0.0,0.19,36.0,0.0,0.0,0.59,0.0,0.0,0.002,0.269,0.0,2.0,0.5,46.0,0.18,0.0,93.1,0.0,0.4,18.0,0.98,2.0,28.0,0.0,0.0,0.016,0.382,0.001
"Coffee, Iced Latte, decaffeinated",Café,1 fl oz,30.8,10.0,3.23,0.8766233766233766,66.0,43.0,0.0,0.001,0.0,0.094,2.53,2.0,1.01,0.031,0.0,0.004,0.047,54.0,27.0,0.0,0.02,0.032,0.94,1.0,0.0,0.589,0.011,0.23,20.0,1.0,0.03,0.272,0.0,0.207,0.012,0.002,9.6,2.82,0.101,0.0,0.1,4.0,0.28,0.0,0.017,0.0,1.75,0.0,0.0,0.015,0.046,0.001,0.0,0.6,102.0,0.02,0.025,93.96,0.0,0.9,43.0,0.0,1.0,23.0,0.1,0.0,0.095,0.212,0.021
"Coffee, Iced Latte, decaffeinated, nonfat",Café,1 fl oz,30.8,10.0,3.09,0.6168831168831169,70.0,33.0,0.0,0.0,0.0,0.004,2.61,1.0,0.07,0.029,0.0,0.0,0.018,56.0,19.0,0.0,0.0,0.03,0.944,1.0,0.0,0.041,0.001,0.24,20.0,1.0,0.001,0.019,0.0,0.009,0.012,0.0,9.6,2.83,0.098,0.0,0.0,2.0,0.3,0.0,0.001,0.0,1.79,0.0,0.0,0.001,0.019,0.0,0.0,0.6,106.0,0.02,0.001,94.84,0.0,1.0,33.0,0.0,1.0,25.0,0.0,0.0,0.005,0.009,0.002
"Coffee, Iced Latte, decaffeinated, with non-dairy milk",Café,1 fl oz,30.8,10.0,3.22,0.5844155844155844,81.0,18.0,0.0,0.005,0.0,0.001,1.05,0.0,0.86,0.009,0.2,0.033,0.247,19.0,18.0,0.0,1.07,0.007,0.932,2.0,0.0,0.098,0.0,0.11,19.0,2.0,0.0,0.066,0.0,0.405,0.031,0.0,3.7,1.86,0.05,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.61,0.0,0.1,0.003,0.279,0.0,2.0,0.5,47.0,0.19,0.0,96.36,0.0,0.3,18.0,1.02,2.0,30.0,0.0,0.0,0.017,0.398,0.001
"Coffee, Iced Latte, decaffeinated, flavored",Café,1 fl oz,30.8,10.0,2.95,1.2987012987012987,64.0,41.0,0.0,0.001,0.0,0.09,5.84,1.0,0.99,0.03,0.0,0.003,0.046,53.0,40.0,0.0,0.02,0.031,0.908,1.0,0.0,0.569,0.01,0.22,19.0,1.0,0.029,0.263,0.0,0.2,0.012,0.001,9.3,6.12,0.098,0.0,0.1,4.0,0.28,0.0,0.016,0.0,1.69,0.0,0.0,0.014,0.044,0.0,0.0,0.5,99.0,0.02,0.024,90.76,0.0,0.9,41.0,0.0,1.0,23.0,0.1,0.0,0.092,0.205,0.02
"Coffee, Iced Latte, decaffeinated, nonfat, flavored",Café,1 fl oz,30.8,10.0,3.04,1.0389610389610389,67.0,32.0,0.0,0.0,0.0,0.004,5.92,1.0,0.08,0.028,0.0,0.0,0.018,55.0,32.0,0.0,0.0,0.029,0.911,1.0,0.0,0.04,0.0,0.23,19.0,1.0,0.001,0.018,0.0,0.008,0.012,0.0,9.3,6.13,0.095,0.0,0.0,1.0,0.29,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.018,0.0,0.0,0.5,103.0,0.02,0.001,91.61,0.0,1.0,32.0,0.0,1.0,24.0,0.0,0.0,0.004,0.009,0.001
"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",Café,1 fl oz,30.8,10.0,3.0,1.0064935064935066,78.0,18.0,0.0,0.005,0.0,0.001,4.41,0.0,0.84,0.009,0.19,0.032,0.239,19.0,31.0,0.0,1.04,0.006,0.9,2.0,0.0,0.095,0.0,0.11,18.0,2.0,0.0,0.064,0.0,0.392,0.031,0.0,3.6,5.18,0.049,0.0,0.5,0.0,0.19,0.0,0.0,0.0,0.59,0.0,0.1,0.003,0.27,0.0,2.0,0.5,45.0,0.18,0.0,93.08,0.0,0.4,18.0,0.98,2.0,29.0,0.0,0.0,0.017,0.384,0.001
"Coffee, Iced Cafe Mocha",Café,1 fl oz,30.8,10.0,2.99,1.6233766233766234,60.0,39.0,0.0,0.001,0.0,0.084,7.99,1.0,0.91,0.028,0.0,0.003,0.043,55.0,50.0,0.0,0.02,0.03,0.889,1.0,0.0,0.531,0.01,0.26,22.0,1.0,0.027,0.245,0.0,0.186,0.04,0.001,9.0,8.95,0.095,0.0,0.1,4.0,0.26,35.0,0.015,0.0,1.58,0.0,0.0,0.013,0.041,0.0,0.0,0.5,104.0,0.02,0.023,88.07,0.0,1.0,39.0,0.0,1.0,35.0,0.1,16.0,0.086,0.191,0.019
"Coffee, Iced Cafe Mocha, nonfat",Café,1 fl oz,30.8,10.0,2.97,1.396103896103896,63.0,30.0,0.0,0.0,0.0,0.004,8.07,1.0,0.07,0.027,0.0,0.0,0.017,56.0,43.0,0.0,0.0,0.028,0.892,1.0,0.0,0.037,0.0,0.27,22.0,1.0,0.001,0.017,0.0,0.008,0.041,0.0,9.0,8.96,0.092,0.0,0.0,1.0,0.27,35.0,0.0,0.0,1.61,0.0,0.0,0.0,0.017,0.0,0.0,0.5,108.0,0.02,0.001,88.86,0.0,1.1,30.0,0.0,1.0,36.0,0.0,16.0,0.004,0.008,0.001
"Coffee, Iced Cafe Mocha, with non-dairy milk",Café,1 fl oz,30.8,10.0,3.12,1.3636363636363635,73.0,17.0,0.0,0.004,0.0,0.001,6.65,0.0,0.78,0.009,0.18,0.029,0.223,23.0,42.0,0.0,0.97,0.007,0.881,2.0,0.0,0.089,0.0,0.15,21.0,2.0,0.0,0.06,0.0,0.365,0.058,0.0,3.7,8.07,0.048,0.0,0.4,0.0,0.18,35.0,0.0,0.0,0.55,0.0,0.0,0.002,0.252,0.0,2.0,0.5,54.0,0.17,0.0,90.24,0.0,0.5,17.0,0.92,2.0,41.0,0.0,15.0,0.015,0.358,0.001
"Coffee, Iced Cafe Mocha, decaffeinated",Café,1 fl oz,30.8,10.0,3.17,1.655844155844156,60.0,39.0,0.0,0.001,0.0,0.085,8.03,1.0,0.92,0.028,0.0,0.003,0.043,55.0,51.0,0.0,0.02,0.03,0.867,1.0,0.0,0.533,0.01,0.26,22.0,1.0,0.027,0.246,0.0,0.187,0.04,0.001,8.7,8.99,0.094,0.0,0.1,4.0,0.26,2.0,0.015,0.0,1.59,0.0,0.0,0.014,0.041,0.0,0.0,0.5,104.0,0.02,0.023,88.02,0.0,1.0,39.0,0.0,1.0,36.0,0.1,16.0,0.086,0.192,0.019
"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",Café,1 fl oz,30.8,10.0,3.1,1.396103896103896,63.0,30.0,0.0,0.0,0.0,0.004,8.11,1.0,0.06,0.027,0.0,0.0,0.016,57.0,43.0,0.0,0.0,0.028,0.87,1.0,0.0,0.037,0.0,0.27,22.0,1.0,0.001,0.017,0.0,0.008,0.041,0.0,8.7,9.0,0.091,0.0,0.0,1.0,0.27,2.0,0.0,0.0,1.62,0.0,0.0,0.0,0.017,0.0,0.0,0.5,108.0,0.02,0.001,88.81,0.0,1.1,30.0,0.0,1.0,37.0,0.0,16.0,0.004,0.008,0.001
"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",Café,1 fl oz,30.8,10.0,2.97,1.3636363636363635,73.0,17.0,0.0,0.004,0.0,0.001,6.69,0.0,0.78,0.009,0.18,0.03,0.224,23.0,42.0,0.0,0.97,0.007,0.859,2.0,0.0,0.089,0.0,0.15,21.0,2.0,0.0,0.06,0.0,0.367,0.058,0.0,3.4,8.1,0.048,0.0,0.4,0.0,0.18,2.0,0.0,0.0,0.55,0.0,0.0,0.002,0.253,0.0,2.0,0.5,54.0,0.17,0.0,90.2,0.0,0.5,17.0,0.92,2.0,41.0,0.0,16.0,0.015,0.36,0.001
"Coffee, instant, reconstituted",Café,1 fl oz,30.8,10.0,3.18,0.09740259740259741,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,3.0,3.0,0.0,0.0,0.0,0.236,0.0,0.0,0.002,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.011,0.0,0.9,0.63,0.001,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.04,0.0,99.09,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, instant, 50% less caffeine, reconstituted",Café,1 fl oz,30.8,10.0,3.12,0.09740259740259741,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,3.0,3.0,0.0,0.0,0.0,0.236,0.0,0.0,0.002,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.011,0.0,0.9,0.61,0.001,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.12,0.0,0.0,0.0,0.002,0.0,0.0,0.0,30.0,0.04,0.0,99.09,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, NS as to brewed or instant, decaffeinated",Café,1 fl oz,30.8,10.0,3.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.002,0.0,0.02,5.0,0.0,0.0,0.001,0.0,0.0,0.007,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,54.0,0.05,0.0,99.3,0.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Coffee, brewed, decaffeinated",Café,1 fl oz,30.8,10.0,3.13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,1.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.002,0.0,0.02,5.0,0.0,0.0,0.001,0.0,0.0,0.007,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,54.0,0.05,0.0,99.3,0.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Coffee, instant, decaffeinated, reconstituted",Café,1 fl oz,30.8,10.0,3.01,0.09740259740259741,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2.0,3.0,0.0,0.0,0.0,0.235,0.0,0.0,0.001,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.01,0.0,0.9,0.64,0.011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.001,0.0,0.0,0.0,29.0,0.03,0.0,99.09,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",Café,1 fl oz,30.8,10.0,3.03,0.8766233766233766,4.0,0.0,0.0,0.0,0.0,0.055,3.45,0.0,0.7,0.0,0.0,0.001,0.009,8.0,27.0,0.0,0.03,0.0,0.223,0.0,0.0,0.397,0.023,0.01,4.0,0.0,0.14,0.066,0.0,0.203,0.011,0.0,0.9,5.11,0.001,0.0,0.0,0.0,0.0,25.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,42.0,0.04,0.018,93.83,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.089,0.202,0.0
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",Café,1 fl oz,30.8,10.0,3.21,0.8766233766233766,4.0,0.0,0.0,0.0,0.0,0.055,3.45,0.0,0.69,0.0,0.0,0.001,0.009,8.0,27.0,0.0,0.03,0.0,0.222,0.0,0.0,0.397,0.023,0.01,3.0,0.0,0.14,0.066,0.0,0.203,0.011,0.0,0.9,5.11,0.011,0.0,0.0,0.0,0.0,1.0,0.002,0.0,0.14,0.0,0.0,0.0,0.009,0.0,0.0,0.0,42.0,0.04,0.018,93.83,0.0,0.2,0.0,0.0,0.0,7.0,0.0,0.0,0.089,0.202,0.0
"Coffee, instant, pre-sweetened with sugar, reconstituted",Café,1 fl oz,30.8,10.0,3.02,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.02,0.0,0.0,0.0,0.001,2.0,16.0,0.0,0.0,0.0,0.228,0.0,0.0,0.002,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.011,0.0,0.8,3.96,0.001,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,29.0,0.04,0.0,95.75,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Café,1 fl oz,30.8,10.0,3.07,0.487012987012987,5.0,0.0,0.0,0.0,0.0,0.07,1.14,0.0,0.43,0.001,0.0,0.0,0.011,15.0,15.0,0.0,0.0,0.001,0.202,0.0,0.0,0.371,0.031,0.04,6.0,0.0,0.185,0.04,0.0,0.031,0.028,0.0,0.7,2.46,0.004,0.0,0.1,0.0,0.0,6.0,0.003,0.0,0.32,0.0,0.2,0.0,0.012,0.0,0.0,0.0,67.0,0.11,0.025,96.57,0.0,0.2,0.0,0.0,0.0,20.0,0.0,11.0,0.018,0.031,0.0
"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Café,1 fl oz,30.8,10.0,3.2,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.057,0.6,0.0,0.7,0.0,0.0,0.001,0.01,9.0,16.0,0.0,0.03,0.0,0.229,0.0,0.0,0.409,0.024,0.01,4.0,0.0,0.144,0.068,0.0,0.209,0.011,0.0,0.9,2.37,0.001,0.0,0.1,0.0,0.0,26.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,96.56,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.092,0.208,0.0
"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Café,1 fl oz,30.8,10.0,3.14,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.057,0.6,0.0,0.7,0.0,0.0,0.001,0.009,8.0,16.0,0.0,0.03,0.0,0.229,0.0,0.0,0.408,0.024,0.01,4.0,0.0,0.144,0.068,0.0,0.209,0.011,0.0,0.9,2.38,0.011,0.0,0.1,0.0,0.0,1.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,96.55,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.091,0.208,0.0
"Coffee, pre-lightened and pre-sweetened with sugar",Café,1 fl oz,30.8,10.0,2.95,0.8766233766233766,4.0,0.0,0.0,0.0,0.0,0.055,3.45,0.0,0.7,0.0,0.0,0.001,0.009,8.0,27.0,0.0,0.03,0.0,0.223,0.0,0.0,0.397,0.023,0.01,4.0,0.0,0.14,0.066,0.0,0.203,0.011,0.0,0.9,5.11,0.001,0.0,0.0,0.0,0.0,25.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,42.0,0.04,0.018,93.83,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.089,0.202,0.0
"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",Café,1 fl oz,30.8,10.0,2.97,0.8766233766233766,4.0,0.0,0.0,0.0,0.0,0.055,3.45,0.0,0.69,0.0,0.0,0.001,0.009,8.0,27.0,0.0,0.03,0.0,0.222,0.0,0.0,0.397,0.023,0.01,3.0,0.0,0.14,0.066,0.0,0.203,0.011,0.0,0.9,5.11,0.011,0.0,0.0,0.0,0.0,1.0,0.002,0.0,0.14,0.0,0.0,0.0,0.009,0.0,0.0,0.0,42.0,0.04,0.018,93.83,0.0,0.2,0.0,0.0,0.0,7.0,0.0,0.0,0.089,0.202,0.0
"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",Café,1 fl oz,30.8,10.0,2.93,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.057,0.6,0.0,0.7,0.0,0.0,0.001,0.01,9.0,16.0,0.0,0.03,0.0,0.229,0.0,0.0,0.409,0.024,0.01,4.0,0.0,0.144,0.068,0.0,0.209,0.011,0.0,0.9,2.37,0.001,0.0,0.1,0.0,0.0,26.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,96.56,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.092,0.208,0.0
"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",Café,1 fl oz,30.8,10.0,3.12,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.057,0.6,0.0,0.7,0.0,0.0,0.001,0.009,8.0,16.0,0.0,0.03,0.0,0.229,0.0,0.0,0.408,0.024,0.01,4.0,0.0,0.144,0.068,0.0,0.209,0.011,0.0,0.9,2.38,0.011,0.0,0.1,0.0,0.0,1.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,96.56,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.091,0.208,0.0
"Coffee, pre-lightened",Café,1 fl oz,30.8,10.0,3.06,0.45454545454545453,4.0,0.0,0.0,0.0,0.0,0.057,0.17,0.0,0.71,0.0,0.0,0.001,0.01,9.0,14.0,0.0,0.03,0.0,0.231,0.0,0.0,0.411,0.024,0.01,4.0,0.0,0.145,0.068,0.0,0.21,0.011,0.0,0.9,1.88,0.001,0.0,0.1,0.0,0.0,26.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,97.04,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.092,0.209,0.0
"Coffee, decaffeinated, pre-lightened",Café,1 fl oz,30.8,10.0,2.97,0.45454545454545453,4.0,0.0,0.0,0.0,0.0,0.057,0.17,0.0,0.71,0.0,0.0,0.001,0.009,9.0,14.0,0.0,0.03,0.0,0.23,0.0,0.0,0.411,0.024,0.01,4.0,0.0,0.145,0.068,0.0,0.21,0.011,0.0,0.9,1.89,0.011,0.0,0.1,0.0,0.0,1.0,0.002,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.0,43.0,0.04,0.019,97.03,0.0,0.1,0.0,0.0,0.0,7.0,0.0,0.0,0.092,0.209,0.0
"Coffee, pre-sweetened with sugar",Café,1 fl oz,30.8,10.0,3.22,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.02,0.0,0.0,0.0,0.001,2.0,16.0,0.0,0.0,0.0,0.228,0.0,0.0,0.002,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.011,0.0,0.8,3.96,0.001,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,29.0,0.04,0.0,95.75,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, decaffeinated, pre-sweetened with sugar",Café,1 fl oz,30.8,10.0,3.09,0.5194805194805194,4.0,0.0,0.0,0.0,0.0,0.0,3.36,0.0,0.01,0.0,0.0,0.0,0.001,2.0,16.0,0.0,0.0,0.0,0.227,0.0,0.0,0.001,0.0,0.01,3.0,0.0,0.0,0.001,0.0,0.0,0.01,0.0,0.8,3.97,0.012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.001,0.0,0.0,0.0,28.0,0.03,0.0,95.75,0.0,0.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, pre-sweetened with low calorie sweetener",Café,1 fl oz,30.8,10.0,3.0,0.16233766233766234,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.001,3.0,5.0,0.0,0.0,0.0,0.235,0.0,0.0,0.002,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.011,0.0,0.8,1.13,0.001,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.1,0.0,0.0,0.0,0.002,0.0,0.0,0.0,29.0,0.04,0.0,98.59,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",Café,1 fl oz,30.8,10.0,3.08,0.16233766233766234,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.001,2.0,5.0,0.0,0.0,0.0,0.234,0.0,0.0,0.001,0.0,0.01,4.0,0.0,0.0,0.001,0.0,0.0,0.01,0.0,0.8,1.14,0.011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.001,0.0,0.0,0.0,29.0,0.03,0.0,98.59,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
"Coffee and chicory, brewed",Café,1 fl oz,30.8,10.0,3.14,0.032467532467532464,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.014,0.0,0.0,0.001,3.0,1.0,0.0,0.01,0.001,0.191,2.0,0.0,0.002,0.0,0.02,3.0,2.0,0.0,0.002,0.0,0.015,0.002,0.0,2.6,0.0,0.076,0.0,0.1,0.0,0.0,40.0,0.0,0.0,0.12,0.0,0.0,0.0,0.001,0.0,0.0,0.0,49.0,0.01,0.0,99.39,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
